Date,511360.SH,511030.SH,159650.SZ,159649.SZ,511520.SH,511380.SH,159816.SZ,159972.SZ,511220.SH,511020.SH,511060.SH,511270.SH,511010.SH,511260.SH
2020/4/22,0.0000,0.0488,0.0000,0.0000,0.0000,0.2617,0.0000,0.3978,0.0020,0.0394,0.2567,0.1372,0.3634,0.2504
2020/4/23,0.0000,0.0010,0.0000,0.0000,0.0000,-0.0903,0.0000,0.0849,0.0619,0.1490,0.2694,0.3744,0.3150,0.4802
2020/4/24,0.0000,0.3043,0.0000,0.0000,0.0000,-0.2914,0.0000,0.2083,0.1308,0.8429,-0.1048,0.0273,0.0604,0.2381
2020/4/27,0.0000,-0.0191,0.0000,0.0000,0.0000,0.1612,0.0000,-0.0442,-0.0506,0.0928,0.0878,0.0455,0.0254,-0.0244
2020/4/28,0.0000,0.0019,0.0000,0.0000,0.0000,-0.0503,0.0000,0.1647,0.0963,-0.0936,0.0019,-0.0091,0.1056,0.1135
2020/4/29,0.0000,1.0191,0.0000,0.0000,0.0000,0.0805,0.0000,0.0770,0.0010,0.0937,0.0600,0.1137,0.2928,0.1003
2020/4/30,0.0000,-0.0189,0.0000,0.0000,0.0000,0.5733,0.0000,0.0498,0.0466,0.0927,-0.0086,0.0263,0.0293,-0.2161
2020/5/6,0.0000,-0.0472,0.0000,0.0000,0.0000,0.0800,0.0000,-0.0300,-0.0435,-0.3407,-0.0600,-0.2860,-0.2048,-0.1852
2020/5/7,0.0000,-0.0955,0.0000,0.0000,0.0000,-0.2698,0.0000,-0.3060,-0.1093,-0.1236,-0.1573,-0.2905,-0.5778,-0.4672
2020/5/8,0.0000,0.0000,0.0000,0.0000,0.0000,0.1603,0.0000,-0.0480,-0.0385,-0.4651,0.1298,-0.0457,-0.1291,-0.2488
2020/5/11,0.0000,0.0000,0.0000,0.0000,0.0000,-0.2501,0.0000,0.0245,-0.2423,-0.1860,-0.2822,-0.3472,-0.2171,-0.4847
2020/5/12,0.0000,0.0946,0.0000,0.0000,0.0000,-0.2708,0.0000,-0.0961,-0.0315,0.1863,0.0019,0.0000,0.1400,0.2772
2020/5/13,0.0000,-0.3771,0.0000,0.0000,0.0000,-0.1709,0.0000,-0.1574,0.0437,-0.0925,0.1224,-0.1559,-0.0543,-0.2261
2020/5/14,0.0000,-0.1907,0.0000,0.0000,0.0000,-0.6144,0.0000,0.0718,0.0112,-0.2806,0.1423,0.0174,0.1630,-0.0451
2020/5/15,0.0000,0.1901,0.0000,0.0000,0.0000,-0.1318,0.0000,-0.0075,0.0569,0.3752,0.0086,0.2580,0.1692,0.1806
2020/5/18,0.0000,0.2846,0.0000,0.0000,0.0000,-0.6393,0.0000,-0.0340,0.0193,-0.1701,-0.1802,-0.3205,-0.3457,-0.4375
2020/5/19,0.0000,-0.3784,0.0000,0.0000,0.0000,-0.1123,0.0000,-0.0198,-0.0081,-0.2134,-0.0468,0.0652,-0.1535,0.1305
2020/5/20,0.0000,0.0000,0.0000,0.0000,0.0000,-0.7669,0.0000,0.0519,0.0284,-0.0844,0.0000,0.1184,-0.3218,0.1818
2020/5/21,0.0000,0.0950,0.0000,0.0000,0.0000,-0.2267,0.0000,0.0113,-0.0193,0.0000,0.2551,0.0462,0.0209,0.0443
2020/5/22,0.0000,0.0000,0.0000,0.0000,0.0000,-0.5164,0.0000,0.0887,0.0406,0.0920,0.0326,0.3664,0.4384,0.4644
2020/5/25,0.0000,-0.5693,0.0000,0.0000,0.0000,-0.6540,0.0000,-0.0820,0.0244,-0.1388,-0.0950,-0.3237,-0.2574,-0.3179
2020/5/26,0.0000,-0.1908,0.0000,0.0000,0.0000,0.5329,0.0000,0.0217,0.0771,-0.0470,-0.4323,-0.1891,-0.5443,-0.3684
2020/5/27,0.0000,0.0000,0.0000,0.0000,0.0000,-0.0728,0.0000,-0.1971,0.0000,-0.1457,-0.2721,-0.0555,-0.2353,-0.0018
2020/5/28,0.0000,0.0000,0.0000,0.0000,0.0000,0.1040,0.0000,-0.6332,-0.1490,-0.1365,0.0551,0.1554,0.1947,0.2882
2020/5/29,0.0000,0.3977,0.0000,0.0000,0.0000,0.9352,0.0000,-0.3310,0.0173,-0.0009,-0.0725,-0.1717,-0.1097,-0.3324
2020/6/1,0.0000,-0.0143,0.0000,0.0000,0.0000,0.9059,0.0000,-0.1918,-0.0406,-0.3761,-0.3377,-0.0851,-0.1380,-0.2945
